nom,date_naissance,num_deptmt,num_circo,groupe_sigle,place_en_hemicycle,nb_mandats,mandat
Olivier Véran,1980-04-22,38,1,renaissance,343.0,0,[2024]
Danièle Obono,1980-07-12,75,17,la france insoumise,600.0,0,"[2022, 2023, 2024]"
Delphine Lingemann,1972-11-14,63,4,mouvement democrate,166.0,0,"[2022, 2023, 2024]"
Xavier Roseren,1970-01-12,74,6,renaissance,446.0,0,"[2022, 2023, 2024]"
Olivier Faure,1968-08-18,77,11,parti socialiste,508.0,0,"[2022, 2023, 2024]"
Paul Christophe,1971-02-10,59,14,horizons,197.0,0,"[2022, 2023, 2024]"
Thomas Cazenave,1978-03-06,33,1,renaissance,331.0,0,"[2022, 2023]"
Pierre Vatin,1967-08-21,60,5,les republicains,102.0,0,"[2022, 2023, 2024]"
Marie-France Lorho,1964-12-15,84,4,rassemblement national,54.0,0,"[2022, 2023, 2024]"
Frédéric Descrozaille,1967-04-16,94,1,renaissance,344.0,0,"[2022, 2023, 2024]"
Thomas Rudigoz,1971-01-11,69,1,renaissance,420.0,0,"[2022, 2023, 2024]"
Sophie Errante,1971-07-22,44,10,renaissance,415.0,0,"[2022, 2023, 2024]"
Damien Abad,1980-04-05,01,5,renaissance,412.0,0,"[2022, 2023, 2024]"
Pierre Meurin,1989-11-30,30,4,rassemblement national,9.0,0,"[2022, 2023, 2024]"
José Gonzalez,1943-04-28,13,10,rassemblement national,126.0,0,"[2022, 2023, 2024]"
Laurent Jacobelli,1969-10-13,57,8,rassemblement national,78.0,0,"[2022, 2023, 2024]"
Philippe Bolo,1967-03-25,49,7,mouvement democrate,184.0,0,"[2022, 2023, 2024]"
Hervé de Lépinau,1969-06-08,84,3,rassemblement national,62.0,0,"[2022, 2023, 2024]"
Victor Catteau,1995-09-18,59,5,rassemblement national,48.0,0,"[2022, 2023, 2024]"
Stella Dupont,1973-11-03,49,2,renaissance,417.0,0,"[2022, 2023, 2024]"
Bénédicte Taurine,1976-06-18,09,1,la france insoumise,520.0,0,"[2022, 2023]"
Charles Fournier,1968-03-10,37,1,europe ecologie les verts,495.0,0,"[2022, 2023, 2024]"
Jean-Philippe Ardouin,1964-03-05,17,3,renaissance,313.0,0,"[2022, 2023, 2024]"
Philippe Lottiaux,1966-08-14,83,4,rassemblement national,22.0,0,"[2022, 2023, 2024]"
Jérémie Iordanoff,1983-02-02,38,5,europe ecologie les verts,512.0,0,"[2022, 2023, 2024]"
Frédéric Boccaletti,1973-11-23,83,7,rassemblement national,5.0,0,"[2022, 2023, 2024]"
Valérie Rabault,1973-04-25,82,1,parti socialiste,515.0,0,"[2022, 2023, 2024]"
Véronique Louwagie,1961-03-20,61,2,les republicains,92.0,0,"[2022, 2023, 2024]"
Franck Allisio,1980-08-04,13,12,rassemblement national,14.0,0,"[2022, 2023, 2024]"
Sabine Thillaye,1959-05-18,37,5,mouvement democrate,169.0,0,"[2022, 2023, 2024]"
Pierrick Berteloot,1999-01-11,59,15,rassemblement national,20.0,0,"[2022, 2023, 2024]"
Caroline Colombier,1957-08-22,16,3,rassemblement national,127.0,0,"[2022, 2023, 2024]"
Mohamed Laqhila,1959-08-03,13,11,mouvement democrate,173.0,0,"[2022, 2023, 2024]"
Nicolas Sansu,1968-06-17,18,2,democratie et republique,513.0,0,"[2022, 2023, 2024]"
Xavier Albertini,1970-01-28,51,1,horizons,198.0,0,"[2022, 2023, 2024]"
Julien Dive,1985-05-21,02,2,les republicains,81.0,0,"[2022, 2023, 2024]"
David Amiel,1992-11-28,75,13,renaissance,259.0,0,"[2022, 2023, 2024]"
Valérie Bazin-Malgras,1969-10-31,10,2,les republicains,122.0,0,"[2022, 2023, 2024]"
Charlotte Parmentier-Lecocq,1977-07-17,59,6,renaissance,334.0,0,"[2022, 2023, 2024]"
Yaël Braun-Pivet,1970-12-07,78,5,renaissance,480.0,0,"[2022, 2023, 2024]"
Patrick Vignal,1958-01-22,34,9,renaissance,300.0,0,"[2022, 2023, 2024]"
Fabien Di Filippo,1986-08-23,57,4,les republicains,80.0,0,"[2022, 2023, 2024]"
François Gernigon,1961-04-02,49,1,horizons,201.0,0,"[2022, 2023, 2024]"
Idir Boumertit,1974-10-04,69,14,la france insoumise,619.0,0,"[2022, 2023, 2024]"
Francis Dubois,1961-11-28,19,1,les republicains,224.0,0,"[2022, 2023, 2024]"
Maxime Laisney,1981-01-19,77,10,la france insoumise,568.0,0,"[2022, 2023, 2024]"
Emmanuel Blairy,1986-03-14,62,1,rassemblement national,67.0,0,"[2022, 2023, 2024]"
Fadila Khattabi,1962-02-23,21,3,renaissance,303.0,0,"[2022, 2023]"
Rodrigo Arenas,1974-04-24,75,10,la france insoumise,610.0,0,"[2022, 2023, 2024]"
Sabrina Sebaihi,1981-05-10,92,4,europe ecologie les verts,499.0,0,"[2022, 2023, 2024]"
Émilie Chandler,1983-04-29,95,1,renaissance,403.0,0,"[2022, 2023, 2024]"
David Guiraud,1992-11-18,59,8,la france insoumise,566.0,0,"[2022, 2023, 2024]"
Stéphane Mazars,1969-03-25,12,1,renaissance,387.0,0,"[2022, 2023, 2024]"
Caroline Abadie,1976-09-07,38,8,renaissance,413.0,0,"[2022, 2023, 2024]"
Jérôme Guedj,1972-01-23,91,6,parti socialiste,509.0,0,"[2022, 2023, 2024]"
Ludovic Mendes,1987-04-11,57,2,renaissance,455.0,0,"[2022, 2023, 2024]"
Éric Poulliat,1974-07-09,33,6,renaissance,416.0,0,"[2022, 2023, 2024]"
Laurence Vichnievsky,1955-02-05,63,3,mouvement democrate,249.0,0,"[2022, 2023, 2024]"
Pascale Bordes,1961-10-15,30,3,rassemblement national,25.0,0,"[2022, 2023, 2024]"
Bruno Studer,1978-06-18,67,3,renaissance,267.0,0,"[2022, 2023, 2024]"
Sophie Panonacle,1968-12-16,33,8,renaissance,438.0,0,"[2022, 2023, 2024]"
Anna Pic,1978-06-04,50,4,parti socialiste,510.0,0,"[2022, 2023, 2024]"
Aymeric Caron,1971-12-04,75,18,la france insoumise,528.0,0,"[2022, 2023, 2024]"
Emmanuel Pellerin,1970-08-20,92,9,renaissance,488.0,0,"[2022, 2023, 2024]"
Benjamin Haddad,1985-10-23,75,14,renaissance,261.0,0,"[2022, 2023, 2024]"
Anne-Cécile Violland,1973-06-10,74,5,horizons,207.0,0,"[2022, 2023, 2024]"
Isabelle Périgault,1971-09-04,77,4,les republicains,144.0,0,"[2022, 2023, 2024]"
Josy Poueyto,1954-01-13,64,1,mouvement democrate,263.0,0,"[2022, 2023, 2024]"
Martine Etienne,1956-06-22,54,3,la france insoumise,519.0,0,"[2022, 2023, 2024]"
Marietta Karamanli,1964-12-18,72,2,parti socialiste,462.0,0,"[2022, 2023, 2024]"
Philippe Dunoyer,1968-01-11,988,1,renaissance,357.0,0,"[2022, 2023, 2024]"
Steve Chailloux,1985-11-04,987,2,democratie et republique,580.0,0,"[2022, 2023, 2024]"
Jean-Marc Zulesi,1988-06-06,13,8,renaissance,374.0,0,"[2022, 2023, 2024]"
Emeline K/Bidi,1987-05-13,974,4,democratie et republique,578.0,0,"[2022, 2023, 2024]"
Michaël Taverne,1979-03-10,59,12,rassemblement national,23.0,0,"[2022, 2023, 2024]"
Pascale Boyer,1965-09-28,05,1,renaissance,389.0,0,"[2022, 2023, 2024]"
Alexis Corbière,1968-08-17,93,7,la france insoumise,599.0,0,"[2022, 2023, 2024]"
David Valence,1981-10-07,88,2,renaissance,293.0,0,"[2022, 2023, 2024]"
Jean-Louis Thiériot,1969-06-26,77,3,les republicains,223.0,0,"[2022, 2023, 2024]"
Meyer Habib,1961-04-28,999,8,les republicains,112.0,0,"[2023, 2024]"
Emmanuelle Anthoine,1964-07-02,26,4,les republicains,124.0,0,"[2022, 2023, 2024]"
Julie Lechanteux,1977-12-22,83,5,rassemblement national,27.0,0,"[2022, 2023, 2024]"
Dominique Faure,1959-08-28,31,10,renaissance,486.0,0,[2022]
Annie Vidal,1956-09-17,76,2,renaissance,350.0,0,"[2022, 2023, 2024]"
Jean-Jacques Gaultier,1963-07-13,88,4,les republicains,213.0,0,"[2022, 2023, 2024]"
Vincent Thiébaut,1972-05-23,67,9,horizons,205.0,0,"[2022, 2023, 2024]"
Manon Meunier,1996-03-30,87,3,la france insoumise,642.0,0,"[2022, 2023, 2024]"
Karine Lebon,1985-06-09,974,2,democratie et republique,576.0,0,"[2022, 2023, 2024]"
Pierre Cazeneuve,1995-03-11,92,7,renaissance,345.0,0,"[2022, 2023, 2024]"
Marine Le Pen,1968-08-05,62,11,rassemblement national,35.0,0,"[2022, 2023, 2024]"
Marjolaine Meynier-Millefert,1982-09-30,38,10,renaissance,359.0,0,"[2022, 2023, 2024]"
Marie-Christine Dalloz,1958-01-10,39,2,les republicains,89.0,0,"[2022, 2023, 2024]"
Blandine Brocard,1981-11-03,69,5,mouvement democrate,185.0,0,"[2022, 2023, 2024]"
François Jolivet,1966-03-21,36,1,horizons,182.0,0,"[2022, 2023, 2024]"
Emmanuel Maquet,1968-06-02,80,3,les republicains,147.0,0,"[2022, 2023, 2024]"
Bénédicte Auzanot,1972-08-05,84,2,rassemblement national,15.0,0,"[2022, 2023, 2024]"
Jean-Pierre Vigier,1969-10-22,43,2,les republicains,108.0,0,"[2022, 2023, 2024]"
Jérémie Patrier-Leitus,1989-03-07,14,3,horizons,212.0,0,"[2022, 2023, 2024]"
Christophe Bentz,1987-07-04,52,1,rassemblement national,59.0,0,"[2022, 2023, 2024]"
Alexandre Portier,1990-04-21,69,9,les republicains,120.0,0,"[2022, 2023, 2024]"
Yannick Chenevard,1959-11-27,83,1,renaissance,458.0,0,"[2022, 2023, 2024]"
Olivier Dussopt,1978-08-16,07,2,renaissance,251.0,0,[2024]
Maxime Minot,1987-07-20,60,7,les republicains,105.0,0,"[2022, 2023, 2024]"
Béatrice Piron,1965-08-30,78,3,renaissance,371.0,0,"[2022, 2023, 2024]"
Annick Cousin,1973-08-07,47,3,rassemblement national,30.0,0,"[2022, 2023, 2024]"
Frédéric Mathieu,1977-11-06,35,1,la france insoumise,570.0,0,"[2022, 2023, 2024]"
Sylvie Ferrer,1967-11-06,65,1,la france insoumise,624.0,0,"[2022, 2023, 2024]"
Philippe Ballard,1960-11-24,60,2,rassemblement national,28.0,0,"[2022, 2023, 2024]"
Jean-François Portarrieu,1965-10-14,31,5,horizons,191.0,0,"[2022, 2023, 2024]"
Dominique Da Silva,1968-06-30,95,7,renaissance,367.0,0,"[2022, 2023, 2024]"
Jean-Michel Jacques,1968-02-29,56,6,renaissance,466.0,0,"[2022, 2023, 2024]"
Timothée Houssin,1988-07-29,27,5,rassemblement national,143.0,0,"[2022, 2023, 2024]"
Pieyre-Alexandre Anglade,1986-11-02,999,4,renaissance,335.0,0,"[2022, 2023, 2024]"
Justine Gruet,1989-10-23,39,3,les republicains,217.0,0,"[2022, 2023, 2024]"
Stéphane Viry,1969-10-14,88,1,les republicains,135.0,0,"[2022, 2023, 2024]"
Marie-Agnès Poussier-Winsback,1967-03-25,76,9,horizons,189.0,0,"[2022, 2023, 2024]"
Guillaume Vuilletet,1967-06-20,95,2,renaissance,331.0,0,"[2022, 2023, 2024]"
Marie-Pierre Rixain,1977-01-18,91,4,renaissance,349.0,0,"[2022, 2023, 2024]"
Manuel Bompard,1986-03-30,13,4,la france insoumise,539.0,0,"[2022, 2023, 2024]"
Fatiha Keloua Hachi,1971-06-05,93,8,parti socialiste,453.0,0,"[2022, 2023, 2024]"
Thierry Benoit,1966-09-13,35,6,horizons,195.0,0,"[2022, 2023, 2024]"
Joris Hébrard,1982-05-31,84,1,rassemblement national,119.0,0,"[2022, 2023]"
Éric Ciotti,1965-09-28,06,1,les republicains,93.0,0,"[2022, 2023, 2024]"
Thierry Frappé,1952-05-23,62,10,rassemblement national,117.0,0,"[2022, 2023, 2024]"
Jean Terlier,1977-03-02,81,3,renaissance,352.0,0,"[2022, 2023, 2024]"
Perrine Goulet,1978-03-19,58,1,mouvement democrate,179.0,0,"[2022, 2023, 2024]"
José Beaurain,1971-07-27,02,4,rassemblement national,75.0,0,"[2022, 2023, 2024]"
Bruno Millienne,1959-11-28,78,9,mouvement democrate,186.0,0,"[2022, 2023, 2024]"
Christine Decodts,1966-05-19,59,13,renaissance,479.0,0,"[2022, 2023, 2024]"
Gabriel Amard,1967-05-05,69,6,la france insoumise,544.0,0,"[2022, 2023, 2024]"
Philippe Pradal,1963-02-01,06,3,horizons,210.0,0,"[2022, 2023, 2024]"
Julie Laernoes,1982-07-03,44,4,europe ecologie les verts,511.0,0,"[2022, 2023, 2024]"
Antoine Léaument,1989-09-04,91,10,la france insoumise,645.0,0,"[2022, 2023, 2024]"
Ségolène Amiot,1986-02-23,44,3,la france insoumise,534.0,0,"[2022, 2023, 2024]"
Véronique Riotton,1969-11-02,74,1,renaissance,456.0,0,"[2022, 2023, 2024]"
Grégoire de Fournas,1985-03-19,33,5,rassemblement national,26.0,0,"[2022, 2023, 2024]"
Mélanie Thomin,1984-06-04,29,6,parti socialiste,523.0,0,"[2022, 2023, 2024]"
Stéphane Delautrette,1972-09-20,87,2,parti socialiste,552.0,0,"[2022, 2023, 2024]"
Frédéric Maillot,1986-11-15,974,6,democratie et republique,577.0,0,"[2022, 2023, 2024]"
Frédéric Cabrolier,1966-10-12,81,1,rassemblement national,8.0,0,"[2022, 2023, 2024]"
Philippe Vigier,1958-02-03,28,4,mouvement democrate,174.0,0,[2024]
Frantz Gumbs,1954-01-21,977,1,mouvement democrate,287.0,0,"[2022, 2023, 2024]"
Jean-Paul Lecoq,1958-10-13,76,8,democratie et republique,586.0,0,"[2022, 2023, 2024]"
Elsa Faucillon,1981-08-06,92,1,democratie et republique,593.0,0,"[2022, 2023, 2024]"
Pascal Lavergne,1967-08-28,33,12,renaissance,436.0,0,"[2022, 2023, 2024]"
Guillaume Garot,1966-05-29,53,1,parti socialiste,522.0,0,"[2022, 2023, 2024]"
Agnès Firmin Le Bodo,1968-11-20,76,7,horizons,203.0,0,[2024]
Nicolas Turquois,1972-07-26,86,4,mouvement democrate,284.0,0,"[2022, 2023, 2024]"
Carole Grandjean,1983-05-18,54,1,renaissance,474.0,0,[2024]
Jiovanny William,1985-06-03,972,1,democratie et republique,597.0,0,"[2022, 2023, 2024]"
Christophe Blanchet,1973-04-09,14,4,mouvement democrate,268.0,0,"[2022, 2023, 2024]"
Sandra Marsaud,1974-01-02,16,2,renaissance,377.0,0,"[2022, 2023, 2024]"
Maud Bregeon,1991-02-11,92,13,renaissance,423.0,0,"[2022, 2023, 2024]"
Christine Le Nabour,1964-10-28,35,5,renaissance,325.0,0,"[2022, 2023, 2024]"
Émilie Bonnivard,1980-08-02,73,3,les republicains,106.0,0,"[2022, 2023, 2024]"
Emeric Salmon,1973-11-26,70,2,rassemblement national,1.0,0,"[2022, 2023, 2024]"
Céline Calvez,1979-07-24,92,5,renaissance,418.0,0,"[2022, 2023, 2024]"
Boris Vallaud,1975-07-25,40,3,parti socialiste,514.0,0,"[2022, 2023, 2024]"
Jean-René Cazeneuve,1958-06-09,32,1,renaissance,421.0,0,"[2022, 2023, 2024]"
Gisèle Lelouis,1952-03-10,13,3,rassemblement national,152.0,0,"[2022, 2023, 2024]"
Romain Daubié,1980-05-05,01,2,mouvement democrate,305.0,0,"[2022, 2023, 2024]"
Hélène Laporte,1978-12-29,47,2,rassemblement national,116.0,0,"[2022, 2023, 2024]"
Françoise Buffet,1953-12-11,67,4,renaissance,273.0,0,"[2022, 2023, 2024]"
Cyrielle Chatelain,1987-07-15,38,2,europe ecologie les verts,517.0,0,"[2022, 2023, 2024]"
Thomas Portes,1985-11-18,93,3,la france insoumise,633.0,0,"[2022, 2023, 2024]"
Edwige Diaz,1987-10-15,33,11,rassemblement national,16.0,0,"[2022, 2023, 2024]"
Jean-Paul Mattei,1954-03-21,64,2,mouvement democrate,180.0,0,"[2022, 2023, 2024]"
Quentin Bataillon,1993-09-09,42,1,renaissance,362.0,0,"[2022, 2023, 2024]"
Yannick Monnet,1975-10-07,03,1,democratie et republique,591.0,0,"[2022, 2023, 2024]"
Nicole Le Peih,1959-09-28,56,3,renaissance,428.0,0,"[2022, 2023, 2024]"
Christophe Marion,1973-04-25,41,3,renaissance,481.0,0,"[2022, 2023, 2024]"
Matthieu Marchio,1993-06-08,59,16,rassemblement national,51.0,0,"[2022, 2023, 2024]"
Gabriel Attal,1989-03-16,92,10,renaissance,484.0,0,[2022]
Jordan Guitton,1995-01-30,10,1,rassemblement national,50.0,0,"[2022, 2023, 2024]"
Pascal Lecamp,1958-04-06,86,3,mouvement democrate,294.0,0,"[2022, 2023, 2024]"
Angélique Ranc,1988-03-16,10,3,rassemblement national,10.0,0,"[2022, 2023, 2024]"
Victor Habert-Dassault,1992-07-12,60,1,les republicains,110.0,0,"[2022, 2023, 2024]"
Patrick Hetzel,1964-07-02,67,7,les republicains,77.0,0,"[2022, 2023, 2024]"
Jean-Louis Bourlanges,1946-07-13,92,12,mouvement democrate,171.0,0,"[2022, 2023, 2024]"
Corinne Vignon,1963-06-10,31,3,renaissance,386.0,0,"[2022, 2023, 2024]"
Thibaut François,1989-12-10,59,17,rassemblement national,24.0,0,"[2022, 2023, 2024]"
Danielle Brulebois,1947-07-04,39,1,renaissance,419.0,0,"[2022, 2023, 2024]"
Michel Lauzzana,1957-03-20,47,1,renaissance,394.0,0,"[2022, 2023, 2024]"
Anne Genetet,1963-04-20,999,11,renaissance,346.0,0,"[2022, 2023, 2024]"
Davy Rimane,1979-12-15,973,2,democratie et republique,595.0,0,"[2022, 2023, 2024]"
Marie Guévenoux,1976-11-02,91,9,renaissance,492.0,0,"[2022, 2023, 2024]"
Louis Boyard,2000-08-26,94,3,la france insoumise,630.0,0,"[2022, 2023, 2024]"
Sophie Blanc,1968-02-20,66,1,rassemblement national,40.0,0,"[2022, 2023, 2024]"
Élise Leboucher,1982-10-09,72,4,la france insoumise,538.0,0,"[2022, 2023, 2024]"
Philippe Brun,1991-10-16,27,4,parti socialiste,550.0,0,"[2022, 2023, 2024]"
André Villiers,1954-12-13,89,2,horizons,193.0,0,"[2022, 2023, 2024]"
Sandrine Le Feur,1991-03-18,29,4,renaissance,388.0,0,"[2022, 2023, 2024]"
Géraldine Bannier,1979-11-22,53,2,mouvement democrate,163.0,0,"[2022, 2023, 2024]"
Roland Lescure,1966-11-26,999,1,renaissance,393.0,0,[2022]
Moetai Brotherson,1969-10-22,987,3,democratie et republique,582.0,0,"[2022, 2023]"
Pascale Martin,1961-08-24,24,1,la france insoumise,629.0,0,"[2022, 2023, 2024]"
Philippe Schreck,1972-02-02,83,8,rassemblement national,128.0,0,"[2022, 2023, 2024]"
Aurélien Pradié,1986-03-14,46,1,les republicains,82.0,0,"[2022, 2023, 2024]"
Jean-Philippe Nilor,1965-05-15,972,4,la france insoumise,632.0,0,"[2022, 2023, 2024]"
Bruno Bilde,1976-09-22,62,12,rassemblement national,52.0,0,"[2022, 2023, 2024]"
Christian Girard,1952-05-07,04,1,rassemblement national,70.0,0,"[2022, 2023, 2024]"
François Cormier-Bouligeon,1972-11-19,18,1,renaissance,448.0,0,"[2022, 2023, 2024]"
Aurélien Lopez-Liguori,1993-05-17,34,7,rassemblement national,38.0,0,"[2022, 2023, 2024]"
Marina Ferrari,1973-10-10,73,1,mouvement democrate,269.0,0,"[2022, 2023, 2024]"
Jimmy Pahun,1962-05-15,56,2,mouvement democrate,176.0,0,"[2022, 2023, 2024]"
Jean-François Coulomme,1966-04-01,73,4,la france insoumise,533.0,0,"[2022, 2023, 2024]"
Jocelyn Dessigny,1981-06-29,02,5,rassemblement national,76.0,0,"[2022, 2023, 2024]"
Tematai Le Gayic,2000-10-11,987,1,democratie et republique,581.0,0,"[2022, 2023, 2024]"
Christophe Barthès,1966-10-12,11,1,rassemblement national,73.0,0,"[2022, 2023, 2024]"
Marianne Maximi,1985-11-13,63,1,la france insoumise,628.0,0,"[2022, 2023, 2024]"
Philippe Naillet,1960-08-14,974,1,parti socialiste,450.0,0,"[2022, 2023, 2024]"
Philippe Gosselin,1966-10-23,50,1,les republicains,86.0,0,"[2022, 2023, 2024]"
Anaïs Sabatini,1990-03-10,66,2,rassemblement national,136.0,0,"[2022, 2023, 2024]"
Laurence Robert-Dehault,1964-01-17,52,2,rassemblement national,129.0,0,"[2022, 2023, 2024]"
Yannick Haury,1954-06-12,44,9,renaissance,392.0,0,"[2022, 2023, 2024]"
Sophie Taillé-Polian,1974-10-04,94,11,europe ecologie les verts,494.0,0,"[2022, 2023, 2024]"
Anne-Sophie Frigout,1991-04-11,51,2,rassemblement national,119.0,0,[2022]
Lionel Vuibert,1968-08-31,08,1,renaissance,311.0,0,"[2022, 2023, 2024]"
Hadrien Ghomi,1989-04-06,77,8,renaissance,342.0,0,"[2022, 2023, 2024]"
Karim Ben Cheikh,1977-03-19,999,9,europe ecologie les verts,526.0,0,"[2023, 2024]"
Élisa Martin,1972-05-15,38,3,la france insoumise,569.0,0,"[2022, 2023, 2024]"
Paul Vannier,1985-09-19,95,5,la france insoumise,573.0,0,"[2022, 2023, 2024]"
Prisca Thevenot,1985-03-01,92,8,renaissance,351.0,0,"[2022, 2023]"
Jean-Claude Raux,1967-01-18,44,6,europe ecologie les verts,496.0,0,"[2022, 2023, 2024]"
Bertrand Petit,1964-08-28,62,8,parti socialiste,461.0,0,"[2023, 2024]"
Gilles Le Gendre,1958-05-13,75,2,renaissance,330.0,0,"[2022, 2023, 2024]"
Mathieu Lefèvre,1986-10-27,94,5,renaissance,364.0,0,"[2022, 2023, 2024]"
Stéphane Travert,1969-10-12,50,3,renaissance,409.0,0,"[2022, 2023, 2024]"
Mikaele Seo,1971-12-27,986,1,renaissance,358.0,0,"[2022, 2023, 2024]"
Karen Erodi,1977-02-04,81,2,la france insoumise,546.0,0,"[2022, 2023, 2024]"
Aurélien Taché,1984-05-26,95,10,europe ecologie les verts,525.0,0,"[2022, 2023, 2024]"
Antoine Villedieu,1989-03-08,70,1,rassemblement national,138.0,0,"[2022, 2023, 2024]"
Benjamin Dirx,1979-01-25,71,1,renaissance,336.0,0,"[2022, 2023, 2024]"
Jean-François Lovisolo,1968-11-15,84,5,renaissance,454.0,0,"[2022, 2023, 2024]"
Thomas Gassilloud,1981-05-21,69,10,renaissance,373.0,0,"[2022, 2023, 2024]"
Julie Delpech,1989-09-25,72,1,renaissance,471.0,0,"[2022, 2023, 2024]"
Richard Ramos,1968-03-23,45,6,mouvement democrate,258.0,0,"[2022, 2023, 2024]"
Nicolas Forissier,1961-02-17,36,2,les republicains,90.0,0,"[2022, 2023, 2024]"
Lysiane Métayer,1963-08-07,56,5,renaissance,467.0,0,"[2022, 2023, 2024]"
Romain Baubry,1989-01-28,13,15,rassemblement national,68.0,0,"[2022, 2023, 2024]"
Brigitte Klinkert,1956-07-22,68,1,renaissance,274.0,0,"[2022, 2023, 2024]"
Nadège Abomangoli,1975-09-15,93,10,la france insoumise,627.0,0,"[2022, 2023, 2024]"
Philippe Latombe,1975-04-21,85,1,mouvement democrate,321.0,0,"[2022, 2023, 2024]"
Philippe Berta,1960-04-11,30,6,mouvement democrate,172.0,0,"[2022, 2023, 2024]"
Catherine Couturier,1959-02-27,23,1,la france insoumise,639.0,0,"[2022, 2023, 2024]"
Franck Riester,1974-01-03,77,5,renaissance,487.0,0,[2022]
Jean-François Rousset,1952-09-09,12,3,renaissance,407.0,0,"[2022, 2023, 2024]"
Alexandra Martin,1968-10-25,06,8,les republicains,156.0,0,"[2022, 2023, 2024]"
Hervé Berville,1990-01-15,22,2,renaissance,325.0,0,[2022]
Christine Loir,1977-02-22,27,1,rassemblement national,57.0,0,"[2022, 2023, 2024]"
Joël Giraud,1959-10-14,05,2,renaissance,256.0,0,"[2022, 2023, 2024]"
Hervé Saulignac,1970-11-06,07,1,parti socialiste,442.0,0,"[2022, 2023, 2024]"
Marcellin Nadeau,1962-11-02,972,2,democratie et republique,596.0,0,"[2022, 2023, 2024]"
Alexis Izard,1992-06-15,91,3,renaissance,402.0,0,"[2022, 2023, 2024]"
Éric Bothorel,1966-10-20,22,5,renaissance,375.0,0,"[2022, 2023, 2024]"
Lisette Pollet,1968-01-04,26,2,rassemblement national,31.0,0,"[2022, 2023, 2024]"
Bertrand Bouyx,1970-05-26,14,5,horizons,444.0,0,"[2022, 2023, 2024]"
Nicolas Pacquot,1978-12-12,25,3,renaissance,482.0,0,"[2022, 2023, 2024]"
Alain David,1949-06-02,33,4,parti socialiste,463.0,0,"[2022, 2023, 2024]"
Andy Kerbrat,1990-10-01,44,2,la france insoumise,537.0,0,"[2022, 2023, 2024]"
Jean-Pierre Pont,1950-05-09,62,5,renaissance,429.0,0,"[2022, 2023, 2024]"
Antoine Armand,1991-09-10,74,2,renaissance,401.0,0,"[2022, 2023, 2024]"
Ersilia Soudais,1988-05-21,77,7,la france insoumise,572.0,0,"[2022, 2023, 2024]"
Arnaud Le Gall,1980-11-29,95,9,la france insoumise,612.0,0,"[2022, 2023, 2024]"
Constance Le Grip,1960-11-14,92,6,renaissance,272.0,0,"[2022, 2023, 2024]"
André Chassaigne,1950-07-02,63,5,democratie et republique,587.0,0,"[2022, 2023, 2024]"
Michel Sala,1954-05-13,30,5,la france insoumise,560.0,0,"[2022, 2023, 2024]"
Xavier Breton,1962-11-25,01,1,les republicains,85.0,0,"[2022, 2023, 2024]"
Kévin Pfeffer,1990-07-09,57,6,rassemblement national,41.0,0,"[2022, 2023, 2024]"
Rémy Rebeyrotte,1966-03-27,71,3,renaissance,332.0,0,"[2022, 2023, 2024]"
Daniel Grenon,1948-07-31,89,1,rassemblement national,18.0,0,"[2022, 2023, 2024]"
Alexandre Sabatou,1993-02-18,60,3,rassemblement national,32.0,0,"[2022, 2023, 2024]"
Jean-Carles Grelier,1966-03-15,72,5,renaissance,397.0,0,"[2022, 2023, 2024]"
Sophie Mette,1959-09-13,33,9,mouvement democrate,278.0,0,"[2022, 2023, 2024]"
Xavier Batut,1976-12-26,76,10,horizons,192.0,0,"[2022, 2023, 2024]"
Stéphanie Galzy,1981-10-20,34,5,rassemblement national,63.0,0,"[2022, 2023, 2024]"
Aurélie Trouvé,1979-09-20,93,9,la france insoumise,618.0,0,"[2022, 2023, 2024]"
Mathilde Panot,1989-01-15,94,10,la france insoumise,623.0,0,"[2022, 2023, 2024]"
Sébastien Chenu,1973-04-13,59,19,rassemblement national,36.0,0,"[2022, 2023, 2024]"
Aurélien Saintoul,1988-05-26,92,11,la france insoumise,558.0,0,"[2022, 2023, 2024]"
Adrien Quatennens,1990-05-23,59,1,la france insoumise,564.0,0,"[2022, 2023, 2024]"
Jean-Marc Tellier,1969-08-23,62,3,democratie et republique,585.0,0,"[2022, 2023, 2024]"
Sébastien Delogu,1987-06-08,13,7,la france insoumise,606.0,0,"[2022, 2023, 2024]"
Daniel Labaronne,1955-07-16,37,2,renaissance,356.0,0,"[2022, 2023, 2024]"
Mathilde Hignet,1993-06-10,35,4,la france insoumise,611.0,0,"[2022, 2023, 2024]"
Éric Coquerel,1958-12-30,93,1,la france insoumise,620.0,0,"[2022, 2023, 2024]"
Alexandra Masson,1971-07-02,06,4,rassemblement national,53.0,0,"[2022, 2023, 2024]"
Sarah Tanzilli,1985-01-23,69,13,renaissance,478.0,0,"[2022, 2023, 2024]"
Jean-Philippe Tanguy,1986-03-25,80,4,rassemblement national,43.0,0,"[2022, 2023, 2024]"
Frédéric Petit,1961-02-10,999,7,mouvement democrate,167.0,0,"[2022, 2023, 2024]"
Naïma Moutchou,1980-11-04,95,4,horizons,188.0,0,"[2022, 2023, 2024]"
William Martinet,1988-09-06,78,11,la france insoumise,554.0,0,"[2022, 2023, 2024]"
Carlos Martens Bilongo,1990-12-31,95,8,la france insoumise,604.0,0,"[2022, 2023, 2024]"
